post_id,fact_check_id
2061,103460
14216,103467
11331,103485
19612,103520
1083,103522
27605,103522
27617,103522
11863,103527
19384,103528
6497,103567
26206,103585
10319,103590
17858,103601
17860,103601
17861,103601
21607,103603
24197,103605
24203,103605
14937,103613
11334,103616
11334,105573
11334,120730
11334,131908
24173,103625
19382,103626
18383,103667
669,103672
26059,103672
26532,103672
19416,103705
8121,103709
19332,103709
3499,103725
26131,103726
2051,103737
2051,105777
19566,103761
1237,103770
14648,103770
15180,103803
19259,103810
18339,103825
5687,103835
22124,103835
6331,103842
1456,103859
26434,103859
17742,103860
12819,103901
24226,103902
24796,103912
4491,103914
24533,103915
24534,103915
7650,103936
16864,103936
2222,103966
26410,103972
1238,103990
1892,103995
23888,104023
2079,104035
4175,104074
7420,104075
360,104080
8627,104110
44,104118
4791,104121
366,104155
5865,104162
12327,104162
19630,104163
2971,104173
3169,104173
24228,104212
26494,104220
19448,104221
26409,104249
1794,104250
19540,104250
7766,104258
14280,104265
15023,104265
3466,104269
670,104299
15120,104301
2440,104314
22125,104314
198,104331
25838,104389
1140,104393
17450,104394
10429,104407
14405,104407
6031,104436
10948,104436
15112,104436
2070,104478
9118,104483
2268,104485
12098,104501
19214,104956
466,105381
10284,105388
21093,105403
7586,105404
26324,105477
319,105482
319,134630
21352,105502
24104,105502
1227,105508
10293,105569
10293,131671
1508,105577
24100,105584
24101,105584
6522,105595
6523,105595
24574,105637
6559,105685
14404,105723
13436,105726
22022,105752
27652,105768
27653,105768
551,105770
12776,105814
26550,105841
18574,106119
26452,106119
27580,106209
24864,106281
19505,106329
22130,106329
1590,106443
19337,106443
730,106576
731,106576
17402,106576
8665,106590
2542,106602
24324,106602
19522,106680
6028,106890
19298,106890
1788,106925
5374,106925
15155,106988
16121,106988
16122,106988
2241,107058
5850,107058
8283,107058
6654,107061
1153,107206
16053,107278
16159,107278
16555,107446
599,107802
7189,107802
18056,107815
18555,107815
25594,107815
8635,108022
10702,108022
7871,108052
1703,108067
1948,108098
11662,108098
12287,108142
210,108150
17082,108150
1069,108215
11999,108215
2058,108240
12574,108240
12921,108390
17640,108605
17640,108606
21160,108605
21160,108606
10777,108815
10777,133930
18960,108815
18960,133930
24679,108974
27745,108974
6669,109262
4281,109264
14188,109320
18774,109320
21846,109320
2022,109399
2022,109407
2022,133923
2022,136103
21375,109518
21376,109518
2056,109828
2057,109828
27979,109828
1934,110354
267,110526
2072,110526
1208,110536
6912,110816
19179,110816
17736,110953
17736,114615
17736,143532
23271,111007
23272,111007
25543,111007
3127,111139
28027,111139
1769,111293
12768,111293
435,111306
2077,111306
14247,111472
14248,111472
14249,111472
1686,111511
1686,146950
1691,111511
1691,146950
1178,111529
2864,111529
17369,111624
17369,111625
24342,111868
24388,111868
24389,111868
17481,112088
17482,112088
5771,112186
5771,129113
5771,141713
5480,112186
5480,129113
5480,141713
7306,112220
5087,112363
19303,112363
6544,112527
25599,112527
1369,112860
19580,112860
21045,112860
12357,112872
27055,112872
1994,112940
12815,112995
433,113285
433,113286
2396,113295
6594,113295
12330,113295
20453,113295
22024,113295
18556,113297
19042,113297
19697,113297
21069,113297
1778,113485
2160,113718
19677,113718
7181,113967
1205,114084
6887,114084
17698,114084
7909,114244
8369,114279
15419,114279
17709,114322
21178,114325
17119,114686
17120,114686
17743,114710
16927,114735
17373,114740
17739,114740
21142,114755
21186,114755
21785,114755
12583,114810
12583,114813
12583,122464
1485,114820
1634,114826
27134,114826
3061,114828
17749,114836
2083,115449
19403,115449
6033,115573
19346,115573
2232,115589
2233,115589
3124,115589
4854,115589
17663,116479
17663,154793
10852,116479
10852,154793
2046,116660
2046,148886
2046,148887
2047,116660
2047,148886
2047,148887
12289,116660
12289,148886
12289,148887
1458,116682
11594,116871
11594,140152
12610,116871
12610,140152
16440,116871
16440,140152
22016,116871
22016,140152
6030,117661
1365,117671
1365,132143
771,117671
771,132143
1692,117808
1692,125684
1050,118000
112,118096
10889,118274
18572,118280
27948,118280
5256,118281
5843,118281
11634,118281
12791,118281
3774,118283
10336,118283
11647,118283
18568,118718
8743,119471
19620,119537
10494,119546
11847,119985
19686,119994
19686,134029
25655,119994
25655,134029
19679,120106
10618,120235
1921,120239
2348,120239
15862,120248
12015,120349
18548,120653
4472,120709
11458,120723
22824,120734
6322,120980
18638,120980
24150,121058
24151,121058
17033,121180
17641,121196
4704,121222
181,121249
18769,121249
17792,121250
1606,121253
11596,121253
11840,121253
578,121276
25696,121281
26684,121310
14996,121311
13718,121327
21151,121327
1665,121361
21172,121366
12298,121485
24777,121565
24810,121565
796,121574
24590,121574
24570,121576
24595,121576
2435,121583
2607,121583
24548,121583
24739,121583
24829,121583
24852,121583
11680,121585
2446,121586
24538,121586
24701,121587
2265,121611
24618,121614
24809,121621
6609,121677
12208,121700
12208,199368
19274,121780
1949,121946
19575,121946
3141,122019
10933,122026
18566,122026
2256,122031
6324,122073
11972,122074
2245,122078
21939,122154
6576,122163
11457,122168
18762,122264
1958,122296
1958,122306
11548,122426
12220,122426
19277,122479
20720,122662
20721,122662
2104,122665
11588,122666
18897,122666
1963,122811
1964,122811
1965,122851
993,123390
19555,123390
1997,123459
1998,123459
19457,123459
21972,123846
19483,124253
10781,124552
10926,124554
7886,124556
11403,124556
18291,124562
27695,124587
53,124673
11140,124673
11141,124673
12592,124910
19196,124910
2029,124922
24964,124995
25185,125003
20309,125003
2031,125008
2031,125009
19920,125008
19920,125009
21565,125008
21565,125009
2444,125313
7722,125313
20529,125325
2826,125337
21237,125475
4111,125539
1933,126252
7050,126252
21265,126252
1900,126254
11471,126254
5512,126927
336,127023
25067,127023
2050,127178
11470,127519
11470,136073
7836,127757
21921,127757
271,127761
608,127761
422,127772
6032,127772
10758,127772
1186,127782
5210,127785
16655,127785
16148,127791
1775,127812
1775,136162
18057,127812
18057,136162
10317,127812
10317,136162
1018,127812
1018,136162
18898,127932
18898,127934
18898,130169
564,127960
21289,127978
22093,127990
27748,128089
4207,128098
2052,128198
18693,128484
19220,128494
28043,128497
10873,128578
19683,128588
541,128970
21005,128977
21006,128977
21007,128977
1505,129050
2736,129050
11592,129050
389,129077
390,129077
11846,129077
1074,129163
21133,129163
801,129187
801,136055
1306,129248
3775,129248
19479,129248
2078,129352
2343,129352
12174,129352
10910,129476
17514,129484
2066,129502
2066,150454
9104,129502
9104,150454
18458,129502
18458,150454
1870,129840
19343,129840
11633,130346
11214,130354
19366,130354
405,130969
7061,131147
7061,198877
21239,131311
21239,152476
21239,153538
26965,131525
21614,131620
19745,131638
7838,131644
10932,131653
10932,152634
21298,131661
987,131664
25482,131664
1878,131665
815,131670
3203,131675
20794,131683
1597,131726
14160,131760
26568,131791
4749,131791
19664,131795
8696,131835
19539,131856
21969,131856
6653,131870
12288,131870
11145,131902
5157,131924
5074,131925
5074,132154
51,131928
1984,131928
19269,131928
21218,131928
1147,131939
21951,131939
27972,131939
1507,131947
21050,131947
21241,131947
2390,132043
19900,132043
19901,132043
1202,132064
1479,132064
23224,132064
14371,132074
12021,132076
19191,132079
27733,132082
18052,132087
24290,132087
1092,132090
1385,132092
5830,132092
27630,132092
12173,132094
11669,132114
17840,132114
26319,132116
21250,132126
1441,132136
15047,132136
26569,132138
3984,132139
8134,132145
18702,132150
26761,132150
21373,132153
10470,132157
18347,132162
25987,132167
980,132173
2421,132173
27644,132173
23914,132175
19590,132185
21230,132190
11667,132203
11667,155296
15874,132204
4324,132240
19351,132243
1531,132245
7256,132245
11344,132250
15137,132256
7588,132296
19014,132298
3326,132309
3327,132309
7847,132333
11285,132333
11294,132333
19197,132333
11595,132334
11595,133861
11595,134025
26396,132353
19553,132389
28019,132397
23080,132398
23629,132398
7577,132402
22867,132402
4742,132427
23125,132432
14513,132438
19185,132444
24064,132448
24066,132448
16085,132460
17870,132471
732,132608
8515,132608
10590,132608
13937,132608
19715,132608
12003,132825
1535,132828
1535,198032
4243,132828
4243,198032
11598,132828
11598,198032
27987,132866
1554,132892
11696,133097
680,133126
314,133213
1387,133335
1388,133335
21268,133472
2009,133505
2063,133525
8119,133525
12580,133525
13776,133525
1190,133529
2036,133591
2036,138558
2037,133591
2037,138558
21066,133591
21066,138558
10263,133591
10263,138558
18763,133593
19354,133593
11142,133611
11143,133611
19232,133659
10611,133678
21344,133700
236,133722
1955,133722
3889,133751
11953,133751
6548,133757
21592,133761
1179,133762
21222,133762
27725,133762
1072,133764
12614,133764
19288,133764
12210,133766
12837,133766
22036,133766
242,133768
9457,133768
6844,133771
11414,133864
5174,133866
27093,133866
25487,133876
14190,133896
19909,133938
20310,133938
3533,133957
8328,133958
119,133989
20237,133989
21287,133989
19172,134008
19183,134015
1757,134016
11288,134016
15965,134016
19281,134016
19916,134016
8676,134017
17031,134062
19652,134177
4800,134405
4800,154211
22885,134406
22902,134406
3400,134418
12217,134418
19468,134418
920,134498
19963,134563
7803,134581
21608,134665
1621,135688
21198,135691
16030,135705
19639,135705
11349,135732
11624,135732
1728,135893
19420,135893
19511,135904
223,135910
3500,135913
20039,135921
20039,199722
19739,135926
19428,135928
19428,200520
15051,135929
25233,135933
25012,135933
823,135955
10952,135955
14163,135957
10927,135970
24529,135973
4221,135975
16398,135996
19710,135996
2138,136007
11613,136015
11835,136017
11835,199131
21150,136017
21150,199131
7254,136022
18340,136022
16958,136036
19431,136036
21600,136036
2044,136047
14220,136047
19349,136047
21196,136047
2092,136054
10593,136054
27954,136066
1134,136077
3107,136077
16255,136077
332,136086
6769,136086
5203,136092
12863,136092
1279,136098
7878,136098
5332,136108
5764,136109
568,136110
18636,136133
18625,136151
6934,136269
5223,136271
21279,136272
750,136274
10624,136274
11151,136280
21008,136280
18984,136281
21273,136281
2266,136375
18761,136375
11619,136378
11865,136378
1281,136379
217,138424
1995,138424
2131,138424
2132,138424
11333,138424
17536,138424
12529,138426
1924,138429
13631,138456
11838,138462
13070,138520
15357,138520
18561,138570
1743,138760
6323,138760
1035,138765
8626,138780
8695,138780
18358,138780
19577,138780
665,138783
16238,139110
740,139152
8719,139153
273,139159
276,139159
18640,139159
19174,139159
12593,139879
7649,140205
10227,140205
12282,140205
21362,140205
1234,140211
1926,140211
21065,140211
16630,140217
6477,140479
6477,142965
6477,142966
14297,141115
20398,141115
5797,141313
5798,141313
23724,141499
5404,141637
1364,141658
23508,141658
23509,141658
24007,141777
5765,141812
27080,141812
16438,142132
25701,142136
27583,142136
12280,142170
20120,142898
26482,142998
26432,143002
17948,143147
1213,143217
10552,143217
21264,143269
15132,143368
18799,143545
18800,143545
26498,143634
23040,143693
23274,143693
12054,143700
4309,143749
15834,143847
25038,143969
22826,144065
22827,144065
19678,144073
18924,144088
3382,144109
8670,144243
10626,144417
26323,144467
19675,144549
14377,144582
23929,144758
24109,144758
7575,144781
25145,144920
27757,144992
15024,145007
14500,146137
2249,146202
2249,146206
11583,146514
54,146518
21039,146518
47,146737
2110,146737
10388,146737
22136,146737
10604,146914
20899,147038
6975,147049
3795,147050
831,148513
831,200715
16463,148513
16463,200715
19658,148513
19658,200715
19432,148514
19432,150518
21025,148514
21025,150518
1761,148535
19291,148537
19824,148537
8653,148542
21355,148600
6539,148609
6540,148609
15123,148609
549,148610
10424,148610
18297,148610
21028,148610
21077,148776
2237,148789
14659,148846
1826,148961
755,149210
755,149218
10938,149210
10938,149218
11622,149210
11622,149218
18575,149210
18575,149218
188,149220
1983,149221
2065,149221
14375,149221
12602,149232
7840,149239
19380,149239
5220,149467
5832,149467
15852,149467
21213,149467
376,149731
376,149736
27349,149731
27349,149736
895,149764
10277,149764
15064,149764
20586,149764
1175,149812
7410,149812
16698,149920
7257,150023
5000,150306
18504,150330
4972,150386
21349,150386
22114,150386
5113,150427
20701,150427
19622,150453
18385,150472
10619,150493
12334,150493
3856,150515
10282,150516
21270,150520
17530,150522
17531,150522
26161,150789
827,150790
14388,150814
21185,150814
19624,151013
27190,151013
1032,151081
1033,151081
6655,151084
11694,151084
11695,151084
15361,151084
19383,151084
11466,151106
25365,152212
12394,152644
12395,152644
1543,152683
12749,152843
19177,153536
13,153628
14,153628
15,153628
297,154559
12590,154559
12295,154748
26738,154748
7835,154762
1930,154791
21094,194085
134,194953
135,194953
19355,194953
20188,195248
13849,196157
21364,196157
1444,198375
353,198409
2239,198409
1977,199600
19391,199731
